"Notes"	"State"	"State Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Year"	"Year Code"	Births	Female Population	Fertility Rate
	"Arizona"	"04"	"17 years"	"17"	"2011"	"2011"	1416	44487	31.82952
	"Arizona"	"04"	"18 years"	"18"	"2011"	"2011"	2412	43470	55.48654
	"Arizona"	"04"	"19 years"	"19"	"2011"	"2011"	3528	43409	81.27347
	"Arizona"	"04"	"20 years"	"20"	"2011"	"2011"	3950	45932	85.99669
	"Arizona"	"04"	"21 years"	"21"	"2011"	"2011"	4222	46337	91.11509
	"Arizona"	"04"	"22 years"	"22"	"2011"	"2011"	4478	44768	100.02680
	"Arizona"	"04"	"23 years"	"23"	"2011"	"2011"	4489	43305	103.66009
	"Arizona"	"04"	"24 years"	"24"	"2011"	"2011"	4759	42476	112.03974
	"Arizona"	"04"	"25 years"	"25"	"2011"	"2011"	4750	42995	110.47796
	"Arizona"	"04"	"26 years"	"26"	"2011"	"2011"	4785	43098	111.02603
	"Arizona"	"04"	"27 years"	"27"	"2011"	"2011"	4884	42055	116.13363
	"Arizona"	"04"	"28 years"	"28"	"2011"	"2011"	4955	42857	115.61705
	"Arizona"	"04"	"29 years"	"29"	"2011"	"2011"	5003	43607	114.72929
	"Arizona"	"04"	"30 years"	"30"	"2011"	"2011"	4695	43164	108.77120
	"Arizona"	"04"	"31 years"	"31"	"2011"	"2011"	4359	44013	99.03892
	"Arizona"	"04"	"32 years"	"32"	"2011"	"2011"	3896	41289	94.35927
	"Arizona"	"04"	"33 years"	"33"	"2011"	"2011"	3494	40133	87.06052
	"Arizona"	"04"	"34 years"	"34"	"2011"	"2011"	2987	40536	73.68759
	"Arizona"	"04"	"35 years"	"35"	"2011"	"2011"	2588	39356	65.75872
	"Arizona"	"04"	"36 years"	"36"	"2011"	"2011"	2226	41236	53.98196
	"Arizona"	"04"	"37 years"	"37"	"2011"	"2011"	1776	39525	44.93359
	"Arizona"	"04"	"38 years"	"38"	"2011"	"2011"	1390	39444	35.23983
	"Arizona"	"04"	"39 years"	"39"	"2011"	"2011"	1170	41387	28.26975
	"Arizona"	"04"	"40 years"	"40"	"2011"	"2011"	892	43272	20.61379
	"Arizona"	"04"	"41 years"	"41"	"2011"	"2011"	544	43483	12.51064
	"Arizona"	"04"	"42 years"	"42"	"2011"	"2011"	316	40540	7.79477
	"Arizona"	"04"	"43 years"	"43"	"2011"	"2011"	210	39503	5.31605
	"Arizona"	"04"	"44 years"	"44"	"2011"	"2011"	100	38661	2.58659
	"Arizona"	"04"	"45 years"	"45"	"2011"	"2011"	59	Not Available	Not Available
	"Arizona"	"04"	"46 years"	"46"	"2011"	"2011"	27	Not Available	Not Available
	"Arizona"	"04"	"47 years"	"47"	"2011"	"2011"	18	Not Available	Not Available
	"Arkansas"	"05"	"13 years"	"13"	"2011"	"2011"	10	Not Available	Not Available
	"Arkansas"	"05"	"14 years"	"14"	"2011"	"2011"	46	Not Available	Not Available
	"Arkansas"	"05"	"15 years"	"15"	"2011"	"2011"	170	19108	8.89680
	"Arkansas"	"05"	"16 years"	"16"	"2011"	"2011"	406	18692	21.72052
	"Arkansas"	"05"	"17 years"	"17"	"2011"	"2011"	747	19106	39.09767
	"Arkansas"	"05"	"18 years"	"18"	"2011"	"2011"	1371	19062	71.92320
	"Arkansas"	"05"	"19 years"	"19"	"2011"	"2011"	2151	19639	109.52696
	"Arkansas"	"05"	"20 years"	"20"	"2011"	"2011"	2367	21344	110.89768
	"Arkansas"	"05"	"21 years"	"21"	"2011"	"2011"	2501	21488	116.39054
	"Arkansas"	"05"	"22 years"	"22"	"2011"	"2011"	2565	20729	123.73969
	"Arkansas"	"05"	"23 years"	"23"	"2011"	"2011"	2415	19674	122.75084
	"Arkansas"	"05"	"24 years"	"24"	"2011"	"2011"	2366	19077	124.02369
	"Arkansas"	"05"	"25 years"	"25"	"2011"	"2011"	2457	19314	127.21342
	"Arkansas"	"05"	"26 years"	"26"	"2011"	"2011"	2364	19153	123.42714
	"Arkansas"	"05"	"27 years"	"27"	"2011"	"2011"	2250	19119	117.68398
	"Arkansas"	"05"	"28 years"	"28"	"2011"	"2011"	2208	19154	115.27618
	"Arkansas"	"05"	"29 years"	"29"	"2011"	"2011"	2059	19242	107.00551
	"Arkansas"	"05"	"30 years"	"30"	"2011"	"2011"	1862	19507	95.45291
	"Arkansas"	"05"	"31 years"	"31"	"2011"	"2011"	1656	19652	84.26623
	"Arkansas"	"05"	"32 years"	"32"	"2011"	"2011"	1420	18483	76.82735
	"Arkansas"	"05"	"33 years"	"33"	"2011"	"2011"	1197	18483	64.76221
	"Arkansas"	"05"	"34 years"	"34"	"2011"	"2011"	970	18101	53.58820
	"Arkansas"	"05"	"35 years"	"35"	"2011"	"2011"	796	17476	45.54818
	"Arkansas"	"05"	"36 years"	"36"	"2011"	"2011"	599	18159	32.98640
	"Arkansas"	"05"	"37 years"	"37"	"2011"	"2011"	515	17600	29.26136
	"Arkansas"	"05"	"38 years"	"38"	"2011"	"2011"	360	18075	19.91701
	"Arkansas"	"05"	"39 years"	"39"	"2011"	"2011"	325	18672	17.40574
	"Arkansas"	"05"	"40 years"	"40"	"2011"	"2011"	225	19418	11.58719
	"Arkansas"	"05"	"41 years"	"41"	"2011"	"2011"	161	19344	8.32299
	"Arkansas"	"05"	"42 years"	"42"	"2011"	"2011"	69	18259	3.77896
	"Arkansas"	"05"	"43 years"	"43"	"2011"	"2011"	54	17800	3.03371
	"Arkansas"	"05"	"44 years"	"44"	"2011"	"2011"	26	17859	1.45585
	"Arkansas"	"05"	"45 years"	"45"	"2011"	"2011"	10	Not Available	Not Available
	"California"	"06"	"13 years"	"13"	"2011"	"2011"	51	Not Available	Not Available
	"California"	"06"	"14 years"	"14"	"2011"	"2011"	368	Not Available	Not Available
	"California"	"06"	"15 years"	"15"	"2011"	"2011"	1418	260135	5.45102
	"California"	"06"	"16 years"	"16"	"2011"	"2011"	3716	266916	13.92198
	"California"	"06"	"17 years"	"17"	"2011"	"2011"	6699	271463	24.67740
	"California"	"06"	"18 years"	"18"	"2011"	"2011"	10496	269255	38.98163
	"California"	"06"	"19 years"	"19"	"2011"	"2011"	15974	266013	60.04970
	"California"	"06"	"20 years"	"20"	"2011"	"2011"	18518	284490	65.09192
	"California"	"06"	"21 years"	"21"	"2011"	"2011"	19579	282485	69.30987
	"California"	"06"	"22 years"	"22"	"2011"	"2011"	20695	274948	75.26878
	"California"	"06"	"23 years"	"23"	"2011"	"2011"	21699	270315	80.27301
	"California"	"06"	"24 years"	"24"	"2011"	"2011"	22518	263085	85.59211
	"California"	"06"	"25 years"	"25"	"2011"	"2011"	24344	265870	91.56355
	"California"	"06"	"26 years"	"26"	"2011"	"2011"	25545	271433	94.11162
	"California"	"06"	"27 years"	"27"	"2011"	"2011"	26354	263819	99.89425
	"California"	"06"	"28 years"	"28"	"2011"	"2011"	28503	269048	105.94020
	"California"	"06"	"29 years"	"29"	"2011"	"2011"	29576	271710	108.85135
	"California"	"06"	"30 years"	"30"	"2011"	"2011"	29555	267904	110.31937
	"California"	"06"	"31 years"	"31"	"2011"	"2011"	28631	272446	105.08871
	"California"	"06"	"32 years"	"32"	"2011"	"2011"	26653	253873	104.98556
	"California"	"06"	"33 years"	"33"	"2011"	"2011"	24689	251142	98.30693
	"California"	"06"	"34 years"	"34"	"2011"	"2011"	22907	251523	91.07318
	"California"	"06"	"35 years"	"35"	"2011"	"2011"	20338	247074	82.31542
	"California"	"06"	"36 years"	"36"	"2011"	"2011"	17418	256053	68.02498
	"California"	"06"	"37 years"	"37"	"2011"	"2011"	14201	246203	57.68004
	"California"	"06"	"38 years"	"38"	"2011"	"2011"	11557	250084	46.21247
	"California"	"06"	"39 years"	"39"	"2011"	"2011"	9510	255359	37.24169
	"California"	"06"	"40 years"	"40"	"2011"	"2011"	7422	269659	27.52365
	"California"	"06"	"41 years"	"41"	"2011"	"2011"	5203	278860	18.65811
	"California"	"06"	"42 years"	"42"	"2011"	"2011"	3402	261546	13.00727
	"California"	"06"	"43 years"	"43"	"2011"	"2011"	1944	253892	7.65680
	"California"	"06"	"44 years"	"44"	"2011"	"2011"	1085	250333	4.33423
	"California"	"06"	"45 years"	"45"	"2011"	"2011"	638	Not Available	Not Available
	"California"	"06"	"46 years"	"46"	"2011"	"2011"	331	Not Available	Not Available
	"California"	"06"	"47 years"	"47"	"2011"	"2011"	200	Not Available	Not Available
	"California"	"06"	"48 years"	"48"	"2011"	"2011"	139	Not Available	Not Available
	"California"	"06"	"49 years"	"49"	"2011"	"2011"	84	Not Available	Not Available
	"California"	"06"	"50 years and over"	"50+"	"2011"	"2011"	153	Not Available	Not Available
	"Colorado"	"08"	"14 years"	"14"	"2011"	"2011"	54	Not Available	Not Available
	"Colorado"	"08"	"15 years"	"15"	"2011"	"2011"	179	31809	5.62734
	"Colorado"	"08"	"16 years"	"16"	"2011"	"2011"	427	32035	13.32917
	"Colorado"	"08"	"17 years"	"17"	"2011"	"2011"	777	32464	23.93420
	"Colorado"	"08"	"18 years"	"18"	"2011"	"2011"	1316	33555	39.21919
	"Colorado"	"08"	"19 years"	"19"	"2011"	"2011"	2035	33936	59.96582
	"Colorado"	"08"	"20 years"	"20"	"2011"	"2011"	2436	33056	73.69313
	"Colorado"	"08"	"21 years"	"21"	"2011"	"2011"	2411	34566	69.75062
	"Colorado"	"08"	"22 years"	"22"	"2011"	"2011"	2721	34345	79.22551
	"Colorado"	"08"	"23 years"	"23"	"2011"	"2011"	2884	34701	83.11000
	"Colorado"	"08"	"24 years"	"24"	"2011"	"2011"	3065	35142	87.21757
	"Colorado"	"08"	"25 years"	"25"	"2011"	"2011"	3336	35484	94.01420
	"Colorado"	"08"	"26 years"	"26"	"2011"	"2011"	3421	36776	93.02262
	"Colorado"	"08"	"27 years"	"27"	"2011"	"2011"	3587	36251	98.94899
	"Colorado"	"08"	"28 years"	"28"	"2011"	"2011"	3872	37044	104.52435
	"Colorado"	"08"	"29 years"	"29"	"2011"	"2011"	4097	37274	109.91576
	"Colorado"	"08"	"30 years"	"30"	"2011"	"2011"	4037	36734	109.89819
	"Colorado"	"08"	"31 years"	"31"	"2011"	"2011"	3929	37303	105.32665
	"Colorado"	"08"	"32 years"	"32"	"2011"	"2011"	3619	35367	102.32703
	"Colorado"	"08"	"33 years"	"33"	"2011"	"2011"	3279	34809	94.19978
	"Colorado"	"08"	"34 years"	"34"	"2011"	"2011"	2933	34185	85.79786
	"Colorado"	"08"	"35 years"	"35"	"2011"	"2011"	2445	33132	73.79573
	"Colorado"	"08"	"36 years"	"36"	"2011"	"2011"	2099	34089	61.57411
	"Colorado"	"08"	"37 years"	"37"	"2011"	"2011"	1640	32729	50.10847
	"Colorado"	"08"	"38 years"	"38"	"2011"	"2011"	1267	33113	38.26292
	"Colorado"	"08"	"39 years"	"39"	"2011"	"2011"	1059	34532	30.66721
	"Colorado"	"08"	"40 years"	"40"	"2011"	"2011"	792	36494	21.70220
	"Colorado"	"08"	"41 years"	"41"	"2011"	"2011"	564	36820	15.31776
	"Colorado"	"08"	"42 years"	"42"	"2011"	"2011"	321	35031	9.16331
	"Colorado"	"08"	"43 years"	"43"	"2011"	"2011"	190	32983	5.76054
	"Colorado"	"08"	"44 years"	"44"	"2011"	"2011"	106	32558	3.25573
	"Colorado"	"08"	"45 years"	"45"	"2011"	"2011"	64	Not Available	Not Available
	"Colorado"	"08"	"46 years"	"46"	"2011"	"2011"	37	Not Available	Not Available
	"Colorado"	"08"	"47 years"	"47"	"2011"	"2011"	17	Not Available	Not Available
	"Colorado"	"08"	"48 years"	"48"	"2011"	"2011"	10	Not Available	Not Available
	"Connecticut"	"09"	"14 years"	"14"	"2011"	"2011"	18	Not Available	Not Available
	"Connecticut"	"09"	"15 years"	"15"	"2011"	"2011"	62	23781	2.60712
	"Connecticut"	"09"	"16 years"	"16"	"2011"	"2011"	168	24235	6.93212
	"Connecticut"	"09"	"17 years"	"17"	"2011"	"2011"	305	24798	12.29938
	"Connecticut"	"09"	"18 years"	"18"	"2011"	"2011"	561	26192	21.41875
	"Connecticut"	"09"	"19 years"	"19"	"2011"	"2011"	924	24243	38.11409
	"Connecticut"	"09"	"20 years"	"20"	"2011"	"2011"	1141	23750	48.04211
	"Connecticut"	"09"	"21 years"	"21"	"2011"	"2011"	1189	22402	53.07562
	"Connecticut"	"09"	"22 years"	"22"	"2011"	"2011"	1248	20988	59.46255
	"Connecticut"	"09"	"23 years"	"23"	"2011"	"2011"	1379	21330	64.65073
	"Connecticut"	"09"	"24 years"	"24"	"2011"	"2011"	1399	21499	65.07279
	"Connecticut"	"09"	"25 years"	"25"	"2011"	"2011"	1658	21695	76.42314
	"Connecticut"	"09"	"26 years"	"26"	"2011"	"2011"	1695	21237	79.81353
	"Connecticut"	"09"	"27 years"	"27"	"2011"	"2011"	1947	21110	92.23117
	"Connecticut"	"09"	"28 years"	"28"	"2011"	"2011"	2107	21525	97.88618
	"Connecticut"	"09"	"29 years"	"29"	"2011"	"2011"	2340	21942	106.64479
	"Connecticut"	"09"	"30 years"	"30"	"2011"	"2011"	2413	21233	113.64386
	"Connecticut"	"09"	"31 years"	"31"	"2011"	"2011"	2525	22081	114.35171
	"Connecticut"	"09"	"32 years"	"32"	"2011"	"2011"	2339	20981	111.48182
	"Connecticut"	"09"	"33 years"	"33"	"2011"	"2011"	2212	20762	106.54080
	"Connecticut"	"09"	"34 years"	"34"	"2011"	"2011"	2063	20813	99.12074
	"Connecticut"	"09"	"35 years"	"35"	"2011"	"2011"	1638	20545	79.72743
	"Connecticut"	"09"	"36 years"	"36"	"2011"	"2011"	1362	21026	64.77694
	"Connecticut"	"09"	"37 years"	"37"	"2011"	"2011"	1236	20985	58.89921
	"Connecticut"	"09"	"38 years"	"38"	"2011"	"2011"	952	21978	43.31604
	"Connecticut"	"09"	"39 years"	"39"	"2011"	"2011"	750	23426	32.01571
	"Connecticut"	"09"	"40 years"	"40"	"2011"	"2011"	576	25813	22.31434
	"Connecticut"	"09"	"41 years"	"41"	"2011"	"2011"	423	27073	15.62442
	"Connecticut"	"09"	"42 years"	"42"	"2011"	"2011"	265	26202	10.11373
	"Connecticut"	"09"	"43 years"	"43"	"2011"	"2011"	175	26248	6.66717
	"Connecticut"	"09"	"44 years"	"44"	"2011"	"2011"	94	26747	3.51441
	"Connecticut"	"09"	"45 years"	"45"	"2011"	"2011"	49	Not Available	Not Available
	"Connecticut"	"09"	"46 years"	"46"	"2011"	"2011"	27	Not Available	Not Available
	"Connecticut"	"09"	"47 years"	"47"	"2011"	"2011"	14	Not Available	Not Available
	"Connecticut"	"09"	"48 years"	"48"	"2011"	"2011"	11	Not Available	Not Available
	"Delaware"	"10"	"14 years"	"14"	"2011"	"2011"	10	Not Available	Not Available
	"Delaware"	"10"	"15 years"	"15"	"2011"	"2011"	35	5606	6.24331
	"Delaware"	"10"	"16 years"	"16"	"2011"	"2011"	78	5723	13.62922
	"Delaware"	"10"	"17 years"	"17"	"2011"	"2011"	135	5973	22.60171
	"Delaware"	"10"	"18 years"	"18"	"2011"	"2011"	255	6613	38.56041
	"Delaware"	"10"	"19 years"	"19"	"2011"	"2011"	397	6751	58.80610
	"Delaware"	"10"	"20 years"	"20"	"2011"	"2011"	487	6755	72.09474
	"Delaware"	"10"	"21 years"	"21"	"2011"	"2011"	484	6689	72.35760
	"Delaware"	"10"	"22 years"	"22"	"2011"	"2011"	516	6945	74.29806
	"Delaware"	"10"	"23 years"	"23"	"2011"	"2011"	586	6354	92.22537
	"Delaware"	"10"	"24 years"	"24"	"2011"	"2011"	581	5634	103.12389
	"Delaware"	"10"	"25 years"	"25"	"2011"	"2011"	654	6087	107.44209
	"Delaware"	"10"	"26 years"	"26"	"2011"	"2011"	607	5745	105.65709
	"Delaware"	"10"	"27 years"	"27"	"2011"	"2011"	655	5680	115.31690
	"Delaware"	"10"	"28 years"	"28"	"2011"	"2011"	698	5733	121.75126
	"Delaware"	"10"	"29 years"	"29"	"2011"	"2011"	686	5892	116.42906
	"Delaware"	"10"	"30 years"	"30"	"2011"	"2011"	680	5926	114.74857
	"Delaware"	"10"	"31 years"	"31"	"2011"	"2011"	617	6022	102.45766
	"Delaware"	"10"	"32 years"	"32"	"2011"	"2011"	553	5490	100.72860
	"Delaware"	"10"	"33 years"	"33"	"2011"	"2011"	514	5593	91.90059
	"Delaware"	"10"	"34 years"	"34"	"2011"	"2011"	430	5348	80.40389
	"Delaware"	"10"	"35 years"	"35"	"2011"	"2011"	376	5203	72.26600
	"Delaware"	"10"	"36 years"	"36"	"2011"	"2011"	341	5460	62.45421
	"Delaware"	"10"	"37 years"	"37"	"2011"	"2011"	253	5245	48.23642
	"Delaware"	"10"	"38 years"	"38"	"2011"	"2011"	192	5457	35.18417
	"Delaware"	"10"	"39 years"	"39"	"2011"	"2011"	142	5788	24.53352
	"Delaware"	"10"	"40 years"	"40"	"2011"	"2011"	113	6236	18.12059
	"Delaware"	"10"	"41 years"	"41"	"2011"	"2011"	89	6419	13.86509
	"Delaware"	"10"	"42 years"	"42"	"2011"	"2011"	46	6095	7.54717
	"Delaware"	"10"	"43 years"	"43"	"2011"	"2011"	19	6145	3.09194
	"Delaware"	"10"	"44 years"	"44"	"2011"	"2011"	12	6294	1.90658
	"District of Columbia"	"11"	"14 years"	"14"	"2011"	"2011"	24	Not Available	Not Available
	"District of Columbia"	"11"	"15 years"	"15"	"2011"	"2011"	35	2612	13.39969
	"District of Columbia"	"11"	"16 years"	"16"	"2011"	"2011"	72	2748	26.20087
	"District of Columbia"	"11"	"17 years"	"17"	"2011"	"2011"	172	2953	58.24585
	"District of Columbia"	"11"	"18 years"	"18"	"2011"	"2011"	241	5338	45.14800
	"District of Columbia"	"11"	"19 years"	"19"	"2011"	"2011"	359	6880	52.18023
	"District of Columbia"	"11"	"20 years"	"20"	"2011"	"2011"	356	6407	55.56423
	"District of Columbia"	"11"	"21 years"	"21"	"2011"	"2011"	398	5926	67.16166
	"District of Columbia"	"11"	"22 years"	"22"	"2011"	"2011"	375	6480	57.87037
	"District of Columbia"	"11"	"23 years"	"23"	"2011"	"2011"	377	7343	51.34141
	"District of Columbia"	"11"	"24 years"	"24"	"2011"	"2011"	384	7828	49.05468
	"District of Columbia"	"11"	"25 years"	"25"	"2011"	"2011"	324	8362	38.74671
	"District of Columbia"	"11"	"26 years"	"26"	"2011"	"2011"	355	8220	43.18735
	"District of Columbia"	"11"	"27 years"	"27"	"2011"	"2011"	363	7819	46.42537
	"District of Columbia"	"11"	"28 years"	"28"	"2011"	"2011"	392	7847	49.95540
	"District of Columbia"	"11"	"29 years"	"29"	"2011"	"2011"	454	7493	60.58988
	"District of Columbia"	"11"	"30 years"	"30"	"2011"	"2011"	478	7049	67.81104
	"District of Columbia"	"11"	"31 years"	"31"	"2011"	"2011"	555	6844	81.09293
	"District of Columbia"	"11"	"32 years"	"32"	"2011"	"2011"	573	5983	95.77135
	"District of Columbia"	"11"	"33 years"	"33"	"2011"	"2011"	517	5716	90.44787
	"District of Columbia"	"11"	"34 years"	"34"	"2011"	"2011"	499	5259	94.88496
	"District of Columbia"	"11"	"35 years"	"35"	"2011"	"2011"	404	4741	85.21409
	"District of Columbia"	"11"	"36 years"	"36"	"2011"	"2011"	373	4560	81.79825
	"District of Columbia"	"11"	"37 years"	"37"	"2011"	"2011"	317	4193	75.60219
	"District of Columbia"	"11"	"38 years"	"38"	"2011"	"2011"	237	4167	56.87545
	"District of Columbia"	"11"	"39 years"	"39"	"2011"	"2011"	215	4123	52.14650
	"District of Columbia"	"11"	"40 years"	"40"	"2011"	"2011"	145	4202	34.50738
	"District of Columbia"	"11"	"41 years"	"41"	"2011"	"2011"	103	4205	24.49465
	"District of Columbia"	"11"	"42 years"	"42"	"2011"	"2011"	72	3673	19.60250
	"District of Columbia"	"11"	"43 years"	"43"	"2011"	"2011"	51	3493	14.60063
	"District of Columbia"	"11"	"44 years"	"44"	"2011"	"2011"	33	3617	9.12358
	"District of Columbia"	"11"	"45 years"	"45"	"2011"	"2011"	20	Not Available	Not Available
	"Florida"	"12"	"13 years"	"13"	"2011"	"2011"	34	Not Available	Not Available
	"Florida"	"12"	"14 years"	"14"	"2011"	"2011"	156	Not Available	Not Available
	"Florida"	"12"	"15 years"	"15"	"2011"	"2011"	552	112322	4.91444
	"Florida"	"12"	"16 years"	"16"	"2011"	"2011"	1423	115066	12.36682
	"Florida"	"12"	"17 years"	"17"	"2011"	"2011"	2744	116782	23.49677
	"Florida"	"12"	"18 years"	"18"	"2011"	"2011"	4842	115214	42.02614
	"Florida"	"12"	"19 years"	"19"	"2011"	"2011"	7564	120266	62.89392
	"Florida"	"12"	"20 years"	"20"	"2011"	"2011"	9246	130144	71.04438
	"Florida"	"12"	"21 years"	"21"	"2011"	"2011"	10017	131160	76.37237
	"Florida"	"12"	"22 years"	"22"	"2011"	"2011"	10858	125405	86.58347
	"Florida"	"12"	"23 years"	"23"	"2011"	"2011"	10892	122316	89.04804
	"Florida"	"12"	"24 years"	"24"	"2011"	"2011"	11059	119062	92.88438
	"Florida"	"12"	"25 years"	"25"	"2011"	"2011"	11445	118415	96.65161
	"Florida"	"12"	"26 years"	"26"	"2011"	"2011"	12095	120667	100.23453
	"Florida"	"12"	"27 years"	"27"	"2011"	"2011"	12011	116841	102.79782
	"Florida"	"12"	"28 years"	"28"	"2011"	"2011"	12483	117861	105.91290
	"Florida"	"12"	"29 years"	"29"	"2011"	"2011"	12301	118201	104.06849
	"Florida"	"12"	"30 years"	"30"	"2011"	"2011"	11956	116254	102.84377
	"Florida"	"12"	"31 years"	"31"	"2011"	"2011"	11432	118335	96.60709
	"Florida"	"12"	"32 years"	"32"	"2011"	"2011"	10154	111886	90.75309
	"Florida"	"12"	"33 years"	"33"	"2011"	"2011"	9363	112070	83.54600
	"Florida"	"12"	"34 years"	"34"	"2011"	"2011"	8154	111446	73.16548
